,Latitude,Longitude,BirthDate,BirthDateTime,SeasonRegressionEncoding,SeasonFrankHalEncodingSpring,SeasonFrankHalEncodingSummer,SeasonFrankHalEncodingFall,sunriseTimeRaw,sunsetTimeRaw,moonPhase,precipIntensityMax,precipProbability,precipTypeRaw,temperatureHigh,temperatureLow,dewPoint,humidity,windSpeed,cloudCover,uvIndex,visibility,sunriseTimeMinute,sunsetTimeMinute,dayDuration,temperatureChange,PrecipType_None,PrecipType_rain,PrecipType_snow
1221,43.13518,-92.526,1556111244,2019-04-24 13:07:24,1,1,0,0,1556104500.0,1556154240.0,0.69,0.01,0.04,rain,65.77,48.33,42.65,0.68,8.83,0.1,8.0,7.475,675.0,1504.0,829.0,17.439999999999998,0,1,0
1223,28.259743,-97.10212,1517639094,2018-02-03 06:24:54,0,0,0,0,1517663760.0,1517703060.0,0.63,0.0,0.0,None,68.39,57.7,52.48,0.82,5.75,0.67,4.0,8.441,796.0,1451.0,655.0,10.689999999999998,1,0,0
1227,33.306725,-111.239,1552402258,2019-03-12 14:50:58,1,1,0,0,1552398000.0,1552440720.0,0.21,0.0452,0.37,rain,56.05,45.34,47.11,0.89,4.98,0.85,5.0,8.593,820.0,1532.0,712.0,10.709999999999994,0,1,0
1230,35.59949,-85.53964,1517968161,2018-02-07 01:49:21,0,0,0,0,1517920740.0,1517958960.0,0.73,0.0346,0.71,rain,43.98,40.96,37.69,0.91,2.15,0.99,3.0,8.147,759.0,1396.0,637.0,3.019999999999996,0,1,0
1231,37.76828,-101.654785,1552355313,2019-03-12 01:48:33,1,1,0,0,1552309500.0,1552351860.0,0.17,0.0,0.0,None,52.32,42.94,33.54,0.8,12.6,0.44,4.0,9.997,785.0,1491.0,706.0,9.380000000000003,1,0,0
1234,43.216022,-100.49036,1547290666,2019-01-12 10:57:46,0,0,0,0,1547302380.0,1547335740.0,0.21,0.0,0.0,None,15.81,14.4,15.44,1.0,6.09,0.93,1.0,5.186,853.0,1409.0,556.0,1.4100000000000001,1,0,0
1238,47.684307,-104.17023,1532573491,2018-07-26 02:51:31,2,1,1,0,1532518020.0,1532572920.0,0.45,0.0,0.0,None,75.95,47.79,49.83,0.56,10.78,0.13,7.0,9.889,687.0,1602.0,915.0,28.160000000000004,1,0,0
1240,36.636654,-105.89012,1520461997,2018-03-07 22:33:17,1,1,0,0,1520429220.0,1520471100.0,0.71,0.0,0.0,None,49.34,30.62,-5.69,0.18,4.23,0.0,7.0,9.997,807.0,1505.0,698.0,18.720000000000002,1,0,0
1241,38.39933,-89.14194,1542429661,2018-11-17 04:41:01,3,1,1,1,1542372060.0,1542408300.0,0.3,0.0288,0.67,rain,45.39,29.84,30.92,0.88,3.99,0.0,3.0,9.443,761.0,1365.0,604.0,15.55,0,1,0
1247,46.599182,-105.362366,1524790031,2018-04-27 00:47:11,1,1,0,0,1524743760.0,1524794700.0,0.4,0.0,0.0,None,67.03,39.52,32.77,0.51,6.17,0.01,8.0,9.997,716.0,1565.0,849.0,27.509999999999998,1,0,0
1251,32.492752,-83.98774,1544062461,2018-12-06 02:14:21,0,0,0,0,1544012700.0,1544049120.0,0.96,0.0,0.0,None,52.15,26.03,26.45,0.6,7.72,0.0,3.0,7.689,745.0,1352.0,607.0,26.119999999999997,1,0,0
1254,37.702732,-102.98013,1522990315,2018-04-06 04:51:55,1,1,0,0,1522931520.0,1522977540.0,0.68,0.0,0.0,None,72.11,32.48,15.76,0.25,6.68,0.0,9.0,9.997,752.0,1519.0,767.0,39.63,1,0,0
1255,38.820488,-99.64475,1547231318,2019-01-11 18:28:38,0,0,0,0,1547215080.0,1547249880.0,0.18,0.0553,1.0,snow,34.54,28.42,29.62,0.92,5.84,0.64,2.0,6.726,838.0,1418.0,580.0,6.119999999999997,0,0,1
1256,40.594406,-90.23601,1539314810,2018-10-12 03:26:50,3,1,1,1,1539259740.0,1539300480.0,0.1,0.0,0.0,None,50.33,33.8,34.2,0.67,13.52,0.66,3.0,9.997,729.0,1408.0,679.0,16.53,1,0,0
1257,45.998962,-121.17699,1514830530,2018-01-01 18:15:30,0,0,0,0,1514821680.0,1514853060.0,0.5,0.0,0.0,None,28.44,23.68,24.11,0.92,1.79,0.95,1.0,7.265,948.0,1471.0,523.0,4.760000000000002,1,0,0
1260,40.819874,-95.7489,1526721326,2018-05-19 09:15:26,1,1,0,0,1526727780.0,1526780340.0,0.17,0.119,0.51,rain,70.07,56.01,58.05,0.79,7.64,0.65,7.0,5.899,663.0,1539.0,876.0,14.059999999999995,0,1,0
1263,31.833681,-92.81859,1529477703,2018-06-20 06:55:03,2,1,1,0,1529492820.0,1529544060.0,0.27,0.0011,0.08,rain,87.46,71.76,74.69,0.88,3.44,0.74,7.0,8.369,667.0,1521.0,854.0,15.699999999999989,0,1,0
1266,33.593998,-101.45068,1536744721,2018-09-12 09:32:01,3,1,1,1,1536755340.0,1536800280.0,0.12,0.0,0.0,None,83.6,63.15,57.08,0.66,9.19,0.11,8.0,9.997,749.0,1498.0,749.0,20.449999999999996,1,0,0
1267,49.711857,-114.757576,1529869372,2018-06-24 19:42:52,2,1,1,0,1529839980.0,1529898720.0,0.4,0.0199,1.0,rain,69.95,46.66,49.74,0.84,3.03,0.63,9.0,9.027,693.0,1672.0,979.0,23.290000000000006,0,1,0
1268,36.62131,-82.57251,1553695238,2019-03-27 14:00:38,1,1,0,0,1553685900.0,1553730540.0,0.75,0.0,0.0,None,62.35,37.59,25.78,0.46,2.93,0.03,8.0,9.997,685.0,1429.0,744.0,24.759999999999998,1,0,0
1269,37.417618,-90.10727,1555512268,2019-04-17 14:44:28,1,1,0,0,1555500240.0,1555547880.0,0.45,0.0,0.0,None,73.94,61.95,55.36,0.68,8.22,0.3,8.0,9.997,684.0,1478.0,794.0,11.989999999999995,1,0,0
1271,45.180595,-79.60486,1523883769,2018-04-16 13:02:49,1,1,0,0,1523874720.0,1523923560.0,0.03,0.0468,0.82,snow,38.32,28.68,31.6,0.9,6.48,1.0,4.0,6.463,632.0,1446.0,814.0,9.64,0,0,1
1276,34.14315,-102.95612,1541523939,2018-11-06 17:05:39,3,1,1,1,1541510280.0,1541548560.0,0.98,0.0,0.0,None,74.61,38.91,28.76,0.44,7.51,0.0,4.0,9.997,798.0,1436.0,638.0,35.7,1,0,0
1277,31.289654,-110.60125,1556749348,2019-05-01 22:22:28,1,1,0,0,1556714340.0,1556762580.0,0.91,0.0,0.0,None,79.11,45.94,26.13,0.28,6.02,0.0,11.0,9.969,759.0,1563.0,804.0,33.17,1,0,0
1281,34.914295,-92.55925,1526898630,2018-05-21 10:30:30,1,1,0,0,1526900640.0,1526951580.0,0.25,0.0737,0.53,rain,84.23,65.44,70.19,0.88,4.92,0.78,6.0,9.179,664.0,1513.0,849.0,18.790000000000006,0,1,0
1282,41.76003,-106.74637,1518599780,2018-02-14 09:16:20,0,0,0,0,1518617100.0,1518655200.0,0.98,0.0475,0.85,snow,41.09,23.75,23.56,0.72,21.78,0.51,3.0,1.809,845.0,1480.0,635.0,17.340000000000003,0,0,1
1283,47.10567,-97.47413,1540288470,2018-10-23 09:54:30,3,1,1,1,1540299660.0,1540337400.0,0.48,0.0,0.0,None,48.7,25.94,21.78,0.68,4.95,0.06,3.0,0.595,781.0,1410.0,629.0,22.76,1,0,0
1287,31.123587,-93.26524,1538893489,2018-10-07 06:24:49,3,1,1,1,1538914320.0,1538956320.0,0.96,0.0361,0.78,rain,91.36,70.63,73.27,0.85,3.54,0.63,6.0,7.709,732.0,1432.0,700.0,20.730000000000004,0,1,0
1289,42.22761,-96.36397,1537986600,2018-09-26 18:30:00,3,1,1,1,1537964340.0,1538007420.0,0.56,0.0,0.0,None,69.21,49.53,40.46,0.66,6.48,0.0,6.0,9.678,739.0,1457.0,718.0,19.679999999999993,1,0,0
1290,48.481213,-98.29592,1543937394,2018-12-04 15:29:54,0,0,0,0,1543932540.0,1543963260.0,0.93,0.0056,0.4,snow,23.59,14.8,19.87,0.98,12.84,0.89,1.0,7.237,849.0,1361.0,512.0,8.79,0,0,1
1291,43.972,-89.170425,1520501907,2018-03-08 09:38:27,1,1,0,0,1520511720.0,1520553300.0,0.74,0.0005,0.06,snow,31.88,13.58,12.11,0.69,5.41,0.46,3.0,9.92,742.0,1435.0,693.0,18.299999999999997,0,0,1
1295,36.662075,-76.939964,1530841189,2018-07-06 01:39:49,2,1,1,0,1530784560.0,1530837060.0,0.74,0.0799,0.52,rain,91.84,75.22,72.98,0.76,2.03,0.3,6.0,9.507,596.0,1471.0,875.0,16.620000000000005,0,1,0
1297,33.576736,-87.9955,1539906291,2018-10-18 23:44:51,3,1,1,1,1539864000.0,1539904560.0,0.32,0.0,0.0,None,71.51,47.38,46.64,0.69,4.67,0.01,6.0,9.997,720.0,1396.0,676.0,24.130000000000003,1,0,0
1298,38.53792,-110.5526,1521397157,2018-03-18 18:19:17,1,1,0,0,1521379800.0,1521423180.0,0.05,0.0123,0.19,snow,43.58,19.77,20.92,0.54,11.65,0.54,6.0,9.346,810.0,1533.0,723.0,23.81,0,0,1
1299,38.20418,-118.542046,1552802835,2019-03-17 06:07:15,1,1,0,0,1552745100.0,1552788180.0,0.35,0.0,0.0,None,52.0,20.39,10.88,0.42,4.54,0.0,7.0,9.997,845.0,1563.0,718.0,31.61,1,0,0
1300,41.444263,-89.137474,1536453928,2018-09-09 00:45:28,3,1,1,1,1536406320.0,1536452400.0,0.97,0.0,0.0,None,71.56,58.31,57.42,0.76,11.76,0.51,7.0,9.997,692.0,1460.0,768.0,13.25,1,0,0
1303,32.57276,-84.37152,1515938640,2018-01-14 14:04:00,0,0,0,0,1515933660.0,1515970500.0,0.94,0.0,0.0,None,45.74,25.89,16.99,0.55,3.95,0.0,4.0,9.997,761.0,1375.0,614.0,19.85,1,0,0
1306,38.61348,-90.19861,1522306839,2018-03-29 07:00:39,1,1,0,0,1522324260.0,1522369320.0,0.45,0.1115,0.96,rain,47.91,41.0,45.4,0.93,4.22,1.0,4.0,3.726,711.0,1462.0,751.0,6.909999999999997,0,1,0
1308,46.915672,-93.828705,1542916767,2018-11-22 19:59:27,3,1,1,1,1542893400.0,1542926160.0,0.5,0.0,0.0,None,27.84,26.85,19.47,0.87,8.55,1.0,1.0,7.967,810.0,1356.0,546.0,0.9899999999999984,1,0,0
1310,34.738842,-90.11924,1547978724,2019-01-20 10:05:24,0,0,0,0,1547989620.0,1548026280.0,0.5,0.0,0.0,None,33.02,24.67,21.09,0.74,10.84,0.51,3.0,9.886,787.0,1398.0,611.0,8.350000000000001,1,0,0
1311,32.914345,-102.83417,1529050859,2018-06-15 08:20:59,2,1,1,0,1529063040.0,1529114580.0,0.09,0.0,0.0,None,92.92,71.07,51.89,0.38,14.03,0.05,12.0,9.997,704.0,1563.0,859.0,21.85000000000001,1,0,0
1312,38.15692,-108.64466,1554095605,2019-04-01 05:13:25,1,1,0,0,1554037320.0,1554082620.0,0.87,0.0,0.0,None,47.74,28.89,29.07,0.7,4.13,0.7,5.0,9.997,782.0,1537.0,755.0,18.85,1,0,0
1313,34.10881,-111.20292,1523756417,2018-04-15 01:40:17,1,1,0,0,1523710560.0,1523757360.0,0.97,0.0,0.0,None,70.27,37.61,3.04,0.14,4.48,0.0,10.0,9.997,776.0,1556.0,780.0,32.66,1,0,0
1317,41.251045,-103.14984,1530996318,2018-07-07 20:45:18,2,1,1,0,1530962880.0,1531016940.0,0.81,0.0,0.0,None,92.89,64.01,56.29,0.51,9.45,0.0,11.0,9.997,688.0,1589.0,901.0,28.879999999999995,1,0,0
1318,34.750404,-80.869835,1541871868,2018-11-10 17:44:28,3,1,1,1,1541850840.0,1541888580.0,0.11,0.0,0.0,None,56.04,27.49,37.97,0.73,3.77,0.22,4.0,8.731,714.0,1343.0,629.0,28.55,1,0,0
1319,35.536896,-120.8384,1523981575,2018-04-17 16:12:55,1,1,0,0,1523971740.0,1524019140.0,0.08,0.0,0.0,None,59.78,37.64,37.54,0.71,3.4,0.06,8.0,9.997,809.0,1599.0,790.0,22.14,1,0,0
1326,32.635094,-112.128624,1531700285,2018-07-16 00:18:05,2,1,1,0,1531657980.0,1531708680.0,0.12,0.0,0.0,None,94.92,79.5,65.83,0.53,6.74,0.4,10.0,9.976,753.0,1598.0,845.0,15.420000000000002,1,0,0
1328,43.517025,-80.86539,1522577035,2018-04-01 10:03:55,1,1,0,0,1522580760.0,1522626660.0,0.55,0.0032,0.11,snow,31.54,22.34,18.84,0.7,10.97,0.62,6.0,8.996,666.0,1431.0,765.0,9.2,0,0,1
1330,38.520126,-97.22997,1529296889,2018-06-18 04:41:29,2,1,1,0,1529233560.0,1529287020.0,0.16,0.0,0.0,None,94.63,69.78,65.92,0.59,14.23,0.13,10.0,9.997,666.0,1557.0,891.0,24.849999999999994,1,0,0
1332,35.593628,-79.586975,1537247044,2018-09-18 05:04:04,3,1,1,1,1537268700.0,1537312980.0,0.31,0.0,0.0,None,86.97,62.76,70.8,0.81,4.45,0.41,7.0,9.796,665.0,1403.0,738.0,24.21,1,0,0
1337,35.33314,-106.74788,1517622398,2018-02-03 01:46:38,0,0,0,0,1517580420.0,1517618220.0,0.6,0.0,0.0,None,61.28,36.9,19.7,0.37,2.27,0.25,4.0,9.997,847.0,1477.0,630.0,24.380000000000003,1,0,0
1338,32.34968,-87.34873,1531703202,2018-07-16 01:06:42,2,1,1,0,1531652100.0,1531702740.0,0.12,0.2794,0.87,rain,93.16,73.69,73.76,0.84,2.08,0.38,10.0,8.778,655.0,1499.0,844.0,19.47,0,1,0
1339,39.693165,-103.51454,1548886509,2019-01-30 22:15:09,0,0,0,0,1548857100.0,1548893520.0,0.86,0.0,0.0,None,44.01,15.56,11.52,0.63,6.81,0.0,3.0,2.117,845.0,1452.0,607.0,28.449999999999996,1,0,0
1342,43.394264,-108.85303,1529255908,2018-06-17 17:18:28,2,1,1,0,1529235360.0,1529290800.0,0.17,0.1896,1.0,rain,53.18,48.3,52.04,0.99,5.03,0.99,5.0,9.59,696.0,1620.0,924.0,4.880000000000003,0,1,0
1343,31.13422,-80.91415,1526637131,2018-05-18 09:52:11,1,1,0,0,1526639280.0,1526688960.0,0.13,0.0186,1.0,rain,77.0,73.77,73.34,0.96,13.59,0.65,10.0,9.997,628.0,1456.0,828.0,3.230000000000004,0,1,0
1346,35.76518,-76.27469,1538965618,2018-10-08 02:26:58,3,1,1,1,1538910360.0,1538952120.0,0.96,0.0055,0.08,rain,85.32,71.9,72.33,0.87,4.92,0.53,5.0,7.426,666.0,1362.0,696.0,13.419999999999987,0,1,0
1347,45.3789,-90.124306,1539691284,2018-10-16 12:01:24,3,1,1,1,1539692340.0,1539731700.0,0.26,0.0061,0.52,snow,51.65,29.77,28.11,0.53,9.79,0.69,3.0,9.997,739.0,1395.0,656.0,21.88,0,0,1
1348,30.65377,-89.22502,1555333045,2019-04-15 12:57:25,1,1,0,0,1555327800.0,1555374360.0,0.37,0.0,0.0,None,74.74,49.24,46.81,0.68,1.68,0.0,10.0,9.997,690.0,1466.0,776.0,25.499999999999993,1,0,0
1349,35.872826,-100.75156,1519000251,2018-02-19 00:30:51,0,0,0,0,1518960480.0,1519000140.0,0.1,0.0,0.0,None,74.23,52.49,33.98,0.46,17.13,0.0,5.0,9.997,808.0,1469.0,661.0,21.740000000000002,1,0,0
1350,44.665176,-92.12099,1523344677,2018-04-10 07:17:57,1,1,0,0,1523360040.0,1523407680.0,0.83,0.0,0.0,None,37.86,26.58,25.72,0.75,3.12,0.92,4.0,9.984,694.0,1488.0,794.0,11.280000000000001,1,0,0
1351,41.708504,-77.94108,1532909402,2018-07-30 00:10:02,2,1,1,0,1532858640.0,1532910840.0,0.57,0.0824,0.66,rain,74.51,54.11,56.28,0.8,2.88,0.42,8.0,9.688,604.0,1474.0,870.0,20.400000000000006,0,1,0
1356,35.632664,-117.47403,1532495990,2018-07-25 05:19:50,2,1,1,0,1532436780.0,1532487720.0,0.42,0.0,0.0,None,109.54,84.87,46.26,0.18,8.45,0.16,10.0,9.997,773.0,1622.0,849.0,24.67,1,0,0
1360,36.488754,-80.7549,1530298547,2018-06-29 18:55:47,2,1,1,0,1530266940.0,1530319560.0,0.56,0.0,0.0,None,90.58,63.39,67.49,0.76,1.73,0.16,9.0,9.55,609.0,1486.0,877.0,27.189999999999998,1,0,0
1364,42.978596,-107.92143,1531079600,2018-07-08 19:53:20,2,1,1,0,1531050120.0,1531104840.0,0.85,0.0,0.0,None,97.8,71.14,39.66,0.24,7.86,0.0,11.0,9.997,702.0,1614.0,912.0,26.659999999999997,1,0,0
1367,42.89767,-115.86323,1521052505,2018-03-14 18:35:05,1,1,0,0,1521035880.0,1521078600.0,0.92,0.1126,1.0,rain,52.38,37.17,41.49,0.8,6.79,0.91,4.0,7.566,838.0,1550.0,712.0,15.21,0,1,0
1368,40.40543,-77.27401,1516618842,2018-01-22 11:00:42,0,0,0,0,1516624020.0,1516659360.0,0.19,0.0012,0.15,rain,50.53,40.77,39.78,0.92,0.96,0.75,2.0,7.057,747.0,1336.0,589.0,9.759999999999998,0,1,0
1372,34.780632,-93.60984,1517720306,2018-02-04 04:58:26,0,0,0,0,1517663520.0,1517701620.0,0.63,0.0079,0.74,rain,46.65,35.66,21.75,0.58,3.27,0.74,4.0,8.034,792.0,1427.0,635.0,10.990000000000002,0,1,0
1374,39.487053,-121.27294,1529373029,2018-06-19 01:50:29,2,1,1,0,1529325540.0,1529379360.0,0.2,0.0,0.0,None,80.28,56.78,49.83,0.57,5.51,0.03,11.0,9.986,759.0,1656.0,897.0,23.5,1,0,0
1375,41.54746,-85.805435,1529071772,2018-06-15 14:09:32,2,1,1,0,1529057400.0,1529112000.0,0.09,0.0,0.0,None,84.99,69.35,58.62,0.64,3.54,0.0,10.0,9.64,610.0,1520.0,910.0,15.64,1,0,0
1376,42.5087,-120.46895,1543856546,2018-12-03 17:02:26,0,0,0,0,1543850160.0,1543883460.0,0.9,0.0095,0.92,snow,28.08,4.3,10.92,0.85,2.94,0.29,2.0,8.531,916.0,1471.0,555.0,23.779999999999998,0,0,1
1378,31.6897,-93.22481,1526710525,2018-05-19 06:15:25,1,1,0,0,1526728500.0,1526778420.0,0.17,0.0,0.0,None,94.56,67.23,69.1,0.71,4.54,0.36,8.0,8.011,675.0,1507.0,832.0,27.33,1,0,0
1379,47.955887,-122.941605,1552350690,2019-03-12 00:31:30,1,1,0,0,1552314840.0,1552356720.0,0.17,0.0019,0.06,rain,43.82,33.56,27.56,0.71,3.18,0.67,3.0,4.204,874.0,1572.0,698.0,10.259999999999998,0,1,0
1382,35.23478,-94.906525,1555424562,2019-04-16 14:22:42,1,1,0,0,1555415220.0,1555462440.0,0.41,0.0161,0.21,rain,76.6,66.17,52.3,0.61,7.46,0.09,9.0,9.915,707.0,1494.0,787.0,10.429999999999993,0,1,0
1383,35.7727,-86.37558,1525457776,2018-05-04 18:16:16,1,1,0,0,1525431060.0,1525480560.0,0.66,0.0009,0.1,rain,80.48,64.49,63.77,0.72,2.52,0.58,6.0,9.977,651.0,1476.0,825.0,15.990000000000009,0,1,0
1384,38.34907,-99.22607,1541729325,2018-11-09 02:08:45,3,1,1,1,1541682720.0,1541719920.0,0.05,0.0229,0.94,snow,33.02,23.61,29.7,0.93,7.28,1.0,2.0,6.153,792.0,1412.0,620.0,9.410000000000004,0,0,1
1386,28.542978,-82.5957,1532181056,2018-07-21 13:50:56,2,1,1,0,1532170020.0,1532219340.0,0.32,0.0294,0.65,rain,90.14,75.33,76.22,0.85,3.7,0.45,10.0,9.514,647.0,1469.0,822.0,14.810000000000002,0,1,0
1387,44.835434,-89.532364,1549215101,2019-02-03 17:31:41,0,0,0,0,1549199760.0,1549235400.0,0.98,0.0014,0.14,rain,40.12,31.49,35.82,1.0,2.77,1.0,2.0,0.308,796.0,1390.0,594.0,8.629999999999999,0,1,0
1388,36.661358,-79.62796,1535678943,2018-08-31 01:29:03,2,1,1,0,1535626200.0,1535673060.0,0.64,0.0606,0.46,rain,92.11,67.93,71.61,0.81,2.53,0.2,8.0,8.109,650.0,1431.0,781.0,24.179999999999993,0,1,0
1389,36.565712,-90.31278,1526727718,2018-05-19 11:01:58,1,1,0,0,1526727120.0,1526778360.0,0.17,0.4372,0.92,rain,86.15,66.85,67.54,0.83,4.01,0.46,9.0,6.64,652.0,1506.0,854.0,19.30000000000001,0,1,0
1392,46.93996,-93.60046,1526245900,2018-05-13 21:11:40,1,1,0,0,1526208180.0,1526262120.0,0.95,0.0,0.0,None,76.58,45.75,34.79,0.48,3.45,0.24,8.0,10.0,643.0,1542.0,899.0,30.83,1,0,0
1393,36.94317,-84.70486,1546585159,2019-01-04 06:59:19,0,0,0,0,1546606380.0,1546641360.0,0.97,0.2538,1.0,rain,56.66,37.87,45.0,0.94,5.21,0.8,2.0,9.239,773.0,1356.0,583.0,18.79,0,1,0
1395,32.7773,-100.51785,1533326950,2018-08-03 20:09:10,2,1,1,0,1533297540.0,1533346800.0,0.73,0.0,0.0,None,100.48,76.09,53.45,0.32,12.15,0.05,11.0,9.997,719.0,1540.0,821.0,24.39,1,0,0
1398,43.821198,-95.562,1552351474,2019-03-12 00:44:34,1,1,0,0,1552308180.0,1552350240.0,0.17,0.0057,0.39,snow,32.06,24.18,19.13,0.83,6.79,0.41,4.0,9.992,763.0,1464.0,701.0,7.880000000000003,0,0,1
1401,29.916706,-85.28582,1535884905,2018-09-02 10:41:45,3,1,1,1,1535887200.0,1535933040.0,0.75,0.0497,1.0,rain,88.07,73.97,74.26,0.84,5.73,0.31,7.0,9.861,680.0,1444.0,764.0,14.099999999999994,0,1,0
1402,44.564034,-105.52142,1546659979,2019-01-05 03:46:19,0,0,0,0,1546612800.0,1546644960.0,0.97,0.0,0.0,None,42.89,30.66,26.02,0.69,13.24,0.04,1.0,9.997,880.0,1416.0,536.0,12.23,1,0,0
1404,35.11026,-91.53175,1518134130,2018-02-08 23:55:30,0,0,0,0,1518094800.0,1518133380.0,0.79,0.0,0.0,None,49.37,27.95,28.55,0.78,2.3,0.0,4.0,7.673,780.0,1423.0,643.0,21.419999999999998,1,0,0
1405,29.35573,-90.21785,1522871830,2018-04-04 19:57:10,1,1,0,0,1522842480.0,1522887720.0,0.65,0.2734,0.87,rain,71.2,57.46,53.6,0.65,8.19,0.52,7.0,9.064,708.0,1462.0,754.0,13.740000000000002,0,1,0
1407,49.928185,-114.68768,1520143074,2018-03-04 05:57:54,1,1,0,0,1520086740.0,1520126760.0,0.58,0.0,0.0,None,16.63,-4.64,8.54,1.0,8.61,0.92,2.0,5.985,859.0,1526.0,667.0,21.27,1,0,0
1408,32.5189,-115.47783,1520165167,2018-03-04 12:06:07,1,1,0,0,1520172420.0,1520214180.0,0.61,0.0,0.0,None,67.19,40.94,27.73,0.35,7.73,0.1,7.0,9.964,847.0,1543.0,696.0,26.25,1,0,0
1409,44.34249,-117.36962,1532304928,2018-07-23 00:15:28,2,1,1,0,1532262480.0,1532316420.0,0.36,0.0,0.0,None,90.47,59.74,26.18,0.19,7.76,0.0,10.0,5.715,748.0,1647.0,899.0,30.729999999999997,1,0,0
1410,42.91101,-90.38029,1530433274,2018-07-01 08:21:14,2,1,1,0,1530440880.0,1530495900.0,0.62,0.0747,0.92,rain,83.59,59.33,70.56,0.86,8.64,0.61,6.0,9.514,628.0,1545.0,917.0,24.260000000000005,0,1,0
1413,45.740288,-118.10162,1526852911,2018-05-20 21:48:31,1,1,0,0,1526818620.0,1526873040.0,0.21,0.0215,0.59,rain,58.29,48.43,50.62,0.9,2.89,0.87,6.0,7.443,737.0,1644.0,907.0,9.86,0,1,0
1414,30.747187,-86.41762,1539274009,2018-10-11 16:06:49,3,1,1,1,1539258420.0,1539300000.0,0.1,0.0,0.0,None,85.04,52.35,64.04,0.68,9.1,0.4,6.0,9.997,707.0,1400.0,693.0,32.690000000000005,1,0,0
1415,30.1359,-90.22969,1540039372,2018-10-20 12:42:52,3,1,1,1,1540037280.0,1540077960.0,0.38,0.0063,0.42,rain,84.65,63.97,73.18,0.89,3.33,0.66,4.0,8.453,728.0,1406.0,678.0,20.680000000000007,0,1,0
1416,33.195866,-79.4843,1522628018,2018-04-02 00:13:38,1,1,0,0,1522580820.0,1522625940.0,0.55,0.0,0.0,None,71.6,55.09,51.23,0.76,2.04,0.18,9.0,9.912,667.0,1419.0,752.0,16.50999999999999,1,0,0
1423,47.35511,-101.83768,1550269138,2019-02-15 22:18:58,0,0,0,0,1550238840.0,1550275920.0,0.36,0.0,0.0,None,-0.06,-2.49,-20.83,0.73,5.16,0.41,2.0,4.475,834.0,1452.0,618.0,2.43,1,0,0
1427,34.247387,-87.22051,1519397812,2018-02-23 14:56:52,0,0,0,0,1519388760.0,1519429260.0,0.28,0.0105,0.34,rain,77.47,61.55,57.44,0.69,4.06,0.23,5.0,8.968,746.0,1421.0,675.0,15.920000000000002,0,1,0
1428,39.475994,-114.48914,1522813892,2018-04-04 03:51:32,1,1,0,0,1522761600.0,1522807500.0,0.62,0.0,0.0,None,53.99,27.76,4.32,0.28,4.96,0.0,8.0,9.997,800.0,1565.0,765.0,26.23,1,0,0
1431,43.988205,-97.15817,1532634546,2018-07-26 19:49:06,2,1,1,0,1532603520.0,1532656860.0,0.48,0.0,0.0,None,68.86,49.52,56.9,0.85,10.23,0.21,8.0,9.927,672.0,1561.0,889.0,19.339999999999996,1,0,0
1433,34.3132,-100.19834,1520599249,2018-03-09 12:40:49,1,1,0,0,1520600400.0,1520642700.0,0.77,0.0,0.0,None,82.02,41.02,23.52,0.26,9.41,0.0,7.0,9.997,780.0,1485.0,705.0,40.99999999999999,1,0,0
1434,38.3252,-116.994545,1541367728,2018-11-04 21:42:08,3,1,1,1,1541341140.0,1541378820.0,0.91,0.0,0.0,None,64.02,42.68,22.27,0.32,7.57,0.0,4.0,9.997,859.0,1487.0,628.0,21.339999999999996,1,0,0
1435,37.409443,-105.15302,1526245977,2018-05-13 21:12:57,1,1,0,0,1526212440.0,1526263320.0,0.95,0.0,0.0,None,62.2,38.18,22.94,0.33,9.95,0.29,11.0,8.571,714.0,1562.0,848.0,24.020000000000003,1,0,0
1436,50.751427,-120.79232,1525559525,2018-05-05 22:32:05,1,1,0,0,1525523460.0,1525577520.0,0.69,0.0,0.0,None,72.27,44.89,43.96,0.58,4.13,0.32,7.0,10.0,751.0,1652.0,901.0,27.379999999999995,1,0,0
1438,31.455141,-96.35603,1519343511,2018-02-22 23:51:51,0,0,0,0,1519304460.0,1519345140.0,0.24,0.0053,0.82,rain,43.62,39.85,39.12,0.98,5.38,1.0,4.0,4.493,781.0,1459.0,678.0,3.769999999999996,0,1,0
1442,47.1926,-96.59636,1553576639,2019-03-26 05:03:59,1,1,0,0,1553602680.0,1553647680.0,0.72,0.0,0.0,None,36.13,34.06,26.32,0.86,11.3,0.7,4.0,8.882,738.0,1488.0,750.0,2.0700000000000003,1,0,0
1443,34.187897,-101.95444,1547165103,2019-01-11 00:05:03,0,0,0,0,1547128500.0,1547164680.0,0.15,0.0,0.0,None,61.89,43.78,34.59,0.65,11.98,0.3,3.0,9.997,835.0,1438.0,603.0,18.11,1,0,0
1444,35.154495,-90.59393,1533131572,2018-08-01 13:52:52,2,1,1,0,1533121980.0,1533172020.0,0.66,0.0011,0.16,rain,85.77,63.82,66.06,0.79,4.54,0.08,9.0,8.777,673.0,1507.0,834.0,21.949999999999996,0,1,0
1445,47.332233,-88.71018,1526922606,2018-05-21 17:10:06,1,1,0,0,1526897580.0,1526952780.0,0.25,0.0,0.0,None,72.92,49.41,33.08,0.4,4.75,0.0,9.0,9.997,613.0,1533.0,920.0,23.510000000000005,1,0,0
